"","name","rating","reviews","address","locality","phone_number","price","cusine"
"208","Kanki Japanese House of Steaks","4.0","185","4325 Glenwood Ave","Raleigh, NC 27612-4532","919-782-9708","$$ - $$$","Steakhouse"
"209","Kanki Japanese House of Steaks","4.0","185","4325 Glenwood Ave","Raleigh, NC 27612-4532","919-782-9708","$$ - $$$","Sushi"
"210","Peddlers Steak House The","4.0","117","6005 Glenwood Ave","Raleigh, NC 27612-2699","919-787-6980","$$$$","American"
"211","Peddlers Steak House The","4.0","117","6005 Glenwood Ave","Raleigh, NC 27612-2699","919-787-6980","$$$$","Steakhouse"
"212","City Market Sushi","4.5","28","315 Blake St","Raleigh, NC 27601-1801","919-322-1987","$$ - $$$","Japanese"
"213","City Market Sushi","4.5","28","315 Blake St","Raleigh, NC 27601-1801","919-322-1987","$$ - $$$","Sushi"
"214","City Market Sushi","4.5","28","315 Blake St","Raleigh, NC 27601-1801","919-322-1987","$$ - $$$","Asian"
"215","Vidrio","4.0","85","500 Glenwood Ave","Raleigh, NC 27603-1222","919-803-6033","$$ - $$$","Mediterranean"
"216","Vidrio","4.0","85","500 Glenwood Ave","Raleigh, NC 27603-1222","919-803-6033","$$ - $$$","Vegetarian Friendly"
"217","Oakwood Cafe","4.0","83","300 E Edenton St","Raleigh, NC 27601-1018","919-828-5994","$$ - $$$","Latin"
"218","Oakwood Cafe","4.0","83","300 E Edenton St","Raleigh, NC 27601-1018","919-828-5994","$$ - $$$","Argentinean"
"219","Cortez Seafood and Cocktail","4.5","27","413 Glenwood Ave","Raleigh, NC 27603-2198","919-342-8227","$$ - $$$","Seafood"
"220","Village Draft House","4.0","105","428 Daniels St","Raleigh, NC 27605-1315","919-833-1373","$$ - $$$","American"
"221","Tuscan Blu","4.0","140","327 W Davie St","Raleigh, NC 27601-1702","919-834-5707","$$ - $$$","Italian"
"222","Tuscan Blu","4.0","140","327 W Davie St","Raleigh, NC 27601-1702","919-834-5707","$$ - $$$","Vegetarian Friendly"
"223","Bad Daddy's Burger Bar - Olive Park","4.5","41","9402 Falls of Neuse Rd","Raleigh, NC 27615-2595","984-233-5880","$$ - $$$","American"
"224","Bruno Restaurant","4.0","84","11211 Galleria Ave","Raleigh, NC 27614-8137","919-435-6640","$$$$","Italian"
"225","Bruno Restaurant","4.0","84","11211 Galleria Ave","Raleigh, NC 27614-8137","919-435-6640","$$$$","American"
"226","Bruno Restaurant","4.0","84","11211 Galleria Ave","Raleigh, NC 27614-8137","919-435-6640","$$$$","Vegetarian Friendly"
"227","Seaboard Cafe","4.5","51","707 Semart Dr","Raleigh, NC 27604-1158","919-821-7553","$$ - $$$","American"
"228","Seaboard Cafe","4.5","51","707 Semart Dr","Raleigh, NC 27604-1158","919-821-7553","$$ - $$$","Cafe"
"229","Seaboard Cafe","4.5","51","707 Semart Dr","Raleigh, NC 27604-1158","919-821-7553","$$ - $$$","Deli"
"230","Kadhai, The Indian Wok","4.5","81","6260 Glenwood Ave Ste 112","Raleigh, NC 27612-2612","919-785-9730","$$ - $$$","Indian"
"231","Kadhai, The Indian Wok","4.5","81","6260 Glenwood Ave Ste 112","Raleigh, NC 27612-2612","919-785-9730","$$ - $$$","Asian"
"232","Kadhai, The Indian Wok","4.5","81","6260 Glenwood Ave Ste 112","Raleigh, NC 27612-2612","919-785-9730","$$ - $$$","Vegetarian Friendly"
"233","Taqueria El Toro","4.5","34","3615 Junction Blvd","Raleigh, NC 27603-3636","919-661-5676","$","Mexican"
"234","Taqueria El Toro","4.5","34","3615 Junction Blvd","Raleigh, NC 27603-3636","919-661-5676","$","Latin"
"235","Taqueria El Toro","4.5","34","3615 Junction Blvd","Raleigh, NC 27603-3636","919-661-5676","$","Spanish"
"236","Fujisan Japanese Steakhouse","4.0","59","8411 Brier Creek Pkwy","Raleigh, NC 27617-2007","919-806-2888","$$ - $$$","Japanese"
"237","Fujisan Japanese Steakhouse","4.0","59","8411 Brier Creek Pkwy","Raleigh, NC 27617-2007","919-806-2888","$$ - $$$","Asian"
"238","Fujisan Japanese Steakhouse","4.0","59","8411 Brier Creek Pkwy","Raleigh, NC 27617-2007","919-806-2888","$$ - $$$","Vegetarian Friendly"
"239","Cantina 18","4.0","94","433 Daniels St","Raleigh, NC 27605-1314","919-835-9911","$$ - $$$","Mexican"
"240","Cantina 18","4.0","94","433 Daniels St","Raleigh, NC 27605-1314","919-835-9911","$$ - $$$","Vegetarian Friendly"
"241","Cristo's","4.5","42","1302 E Millbrook Rd","Raleigh, NC 27609-5474","919-872-6797","$$ - $$$","Italian"
"242","Cristo's","4.5","42","1302 E Millbrook Rd","Raleigh, NC 27609-5474","919-872-6797","$$ - $$$","Pizza"
"243","Rye Bar & Southern Kitchen","4.0","187","500 Fayetteville St","Raleigh, NC 27601-2118","919-227-3370","$$ - $$$","American"
"244","Rye Bar & Southern Kitchen","4.0","187","500 Fayetteville St","Raleigh, NC 27601-2118","919-227-3370","$$ - $$$","Vegetarian Friendly"
"245","Mi Cancun","4.5","38","6675 Falls of Neuse Rd","Raleigh, NC 27615-6803","919-977-3355","$$ - $$$","Mexican"
"246","Mi Cancun","4.5","38","6675 Falls of Neuse Rd","Raleigh, NC 27615-6803","919-977-3355","$$ - $$$","Vegetarian Friendly"
"247","Cafe Carolina & Bakery","4.0","88","401 Daniels St","Raleigh, NC 27605-1314","919-821-7117","$$ - $$$","American"
"248","Cafe Carolina & Bakery","4.0","88","401 Daniels St","Raleigh, NC 27605-1314","919-821-7117","$$ - $$$","Cafe"
"249","Cafe Carolina & Bakery","4.0","88","401 Daniels St","Raleigh, NC 27605-1314","919-821-7117","$$ - $$$","Vegetarian Friendly"
"250","The Pipers Restaurant and Tavern","4.0","90","8304 Falls of Neuse Rd","Raleigh, NC 27615-3416","919-676-7413","$$ - $$$","American"
"251","El Rodeo Mexican Restaurant","4.5","37","4112 Pleasant Valley Rd","Raleigh, NC 27612-6256","919-571-1188","$$ - $$$","Mexican"
"252","Cloo's Coney Island Hot Dogs","4.5","52","2233 Avent Ferry Rd Ste 102","Raleigh, NC 27606-2138","919-834-3354","$","American"
"253","Cloo's Coney Island Hot Dogs","4.5","52","2233 Avent Ferry Rd Ste 102","Raleigh, NC 27606-2138","919-834-3354","$","Fast Food"
"254","Side Street Restaurant","4.5","51","225 N Bloodworth St","Raleigh, NC 27601-1105","919-828-4927","$$ - $$$","American"
"255","Side Street Restaurant","4.5","51","225 N Bloodworth St","Raleigh, NC 27601-1105","919-828-4927","$$ - $$$","Deli"
"256","Side Street Restaurant","4.5","51","225 N Bloodworth St","Raleigh, NC 27601-1105","919-828-4927","$$ - $$$","Vegetarian Friendly"
"257","LongHorn Steakhouse","4.0","121","8121 Brier Creek Pkwy","Raleigh, NC 27617-7598","919-484-7669","$$ - $$$","American"
"258","LongHorn Steakhouse","4.0","121","8121 Brier Creek Pkwy","Raleigh, NC 27617-7598","919-484-7669","$$ - $$$","Steakhouse"
"259","Orchid Japanese Restaurant","4.5","39","7432 Creedmoor Rd","Raleigh, NC 27613-1663","919-890-5345","$$ - $$$","Japanese"
"260","Orchid Japanese Restaurant","4.5","39","7432 Creedmoor Rd","Raleigh, NC 27613-1663","919-890-5345","$$ - $$$","Sushi"
"261","Orchid Japanese Restaurant","4.5","39","7432 Creedmoor Rd","Raleigh, NC 27613-1663","919-890-5345","$$ - $$$","Asian"
"262","Cafe Tiramisu","4.5","35","6008 Falls of Neuse Road","Raleigh, NC 27609-3526","919-790-1006","$$$$","Italian"
"263","Cafe Tiramisu","4.5","35","6008 Falls of Neuse Road","Raleigh, NC 27609-3526","919-790-1006","$$$$","Vegetarian Friendly"
"264","Big Ed's North","4.0","85","5009 Falls of Neuse Rd","Raleigh, NC 27609-5462","919-747-9533","$$ - $$$","American"
"265","Big Ed's North","4.0","85","5009 Falls of Neuse Rd","Raleigh, NC 27609-5462","919-747-9533","$$ - $$$","Vegetarian Friendly"
"266","bartaco","4.5","26","4121 Main At North Hills","Raleigh, NC 27609","919-626-8226","$$ - $$$","Mexican"
